model_version,variation_id,vcv_accession,gene,old_classification,actual_later_classification,actual_outcome,predicted_class,pathogenic_probability,score_or_probability,correct,analysis_bucket,confidence,key_features,match_confidence,warning_flags,suspected_error_category,manual_review_status,notes,leakage_audit_status,source
V4,1051658,not recorded,CEP41,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.4669423869756498,0.4669423869756498,true,low-confidence,0.5330576130243502,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1051799,not recorded,CUBN,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.44889255951036217,0.44889255951036217,true,low-confidence,0.5511074404896379,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1052274,not recorded,NLRP1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.44889255951036217,0.44889255951036217,true,low-confidence,0.5511074404896379,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1058387,not recorded,MAF,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.459262909948779,0.459262909948779,true,low-confidence,0.540737090051221,criteria_without_conflict; classification_age; record_completeness,high,Molecular consequence was not recognized from older HGVS text.; Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1064156,not recorded,ASAH1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.44889255951036217,0.44889255951036217,true,low-confidence,0.5511074404896379,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1064346,not recorded,C8A,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.6107324150878616,0.6107324150878616,true,low-confidence,0.6107324150878616,loss_of_function_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1120267,not recorded,CCDC186,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.5255559277611841,0.5255559277611841,true,low-confidence,0.5255559277611841,loss_of_function_consequence; classification_age; record_completeness,high,Missing older fields: phenotypes; Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1176184,not recorded,PADI6,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.34992491064157955,0.34992491064157955,true,low-confidence,0.6500750893584204,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1186796,not recorded,SMARCA2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.34992491064157955,0.34992491064157955,true,low-confidence,0.6500750893584204,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1190591,not recorded,POLR3B,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.34992491064157955,0.34992491064157955,false,low-confidence,0.6500750893584204,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1193251,not recorded,TUBB2B,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.34992491064157955,0.34992491064157955,false,low-confidence,0.6500750893584204,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1304789,not recorded,SLC39A8,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.34992491064157955,0.34992491064157955,false,low-confidence,0.6500750893584204,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1321140,not recorded,TBCD,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.44889255951036217,0.44889255951036217,false,low-confidence,0.5511074404896379,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V4,1325576,not recorded,HUWE1,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.34992491064157955,0.34992491064157955,true,low-confidence,0.6500750893584204,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
