model_version,variation_id,vcv_accession,gene,old_classification,actual_later_classification,actual_outcome,predicted_class,pathogenic_probability,score_or_probability,correct,analysis_bucket,confidence,key_features,match_confidence,warning_flags,suspected_error_category,manual_review_status,notes,leakage_audit_status,source
V5,1054038,not recorded,LMX1B,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_benign,0.392080156206708,0.392080156206708,false,low-confidence,0.607919843793292,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1055879,not recorded,ERBB2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.05255616825846135,0.05255616825846135,true,correct high-confidence,0.9474438317415387,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1058767,not recorded,ADGRA3,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.05681710188727132,0.05681710188727132,true,correct high-confidence,0.9431828981127287,noncoding_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1060967,not recorded,DPM3,Uncertain significance,Pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9873293255081128,0.9873293255081128,true,correct high-confidence,0.9873293255081128,loss_of_function_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1061709,not recorded,ATL3,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.010581269583574616,0.010581269583574616,true,correct high-confidence,0.9894187304164254,synonymous_consequence; criteria_without_conflict; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1064305,not recorded,ALS2,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.4395489479171124,0.4395489479171124,true,low-confidence,0.5604510520828876,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1065258,not recorded,VWF,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.340876487906572,0.340876487906572,false,low-confidence,0.659123512093428,missense_consequence; classification_age; record_completeness,high,Condition aggregation differed between snapshots.,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1207420,not recorded,GCKR,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_benign,0.4710699952791784,0.4710699952791784,true,low-confidence,0.5289300047208216,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1254051,not recorded,ATP6AP1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.3497871233838063,0.3497871233838063,false,low-confidence,0.6502128766161936,criteria_without_conflict; classification_age; record_completeness,high,In-frame indel was recognized but has zero Version 1 points.; Missing older fields: phenotypes,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1303111,not recorded,AIPL1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9999959122280617,0.9999959122280617,true,correct high-confidence,0.9999959122280617,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes; Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1306418,not recorded,PSAT1,Uncertain significance,Pathogenic/Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9999919999194374,0.9999919999194374,true,correct high-confidence,0.9999919999194374,canonical_splice_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes; Condition aggregation differed between snapshots.,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1306850,not recorded,CTNND1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.7288603902978016,0.7288603902978016,true,low-confidence,0.7288603902978016,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1306961,not recorded,DIAPH3,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.7350210337953185,0.7350210337953185,false,low-confidence,0.7350210337953185,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1309932,not recorded,PAX1,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_pathogenic,0.9855872167465028,0.9855872167465028,true,correct high-confidence,0.9855872167465028,loss_of_function_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,unknown,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1311368,not recorded,MED13,Uncertain significance,Likely benign,moved_toward_benign,moved_toward_pathogenic,0.6719979946388087,0.6719979946388087,false,low-confidence,0.6719979946388087,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted pathogenic,unreviewed,,pass,recorded hidden_test_predictions.csv
V5,1313285,not recorded,NALCN,Uncertain significance,Likely pathogenic,moved_toward_pathogenic,moved_toward_benign,0.3861803801657955,0.3861803801657955,false,low-confidence,0.6138196198342045,missense_consequence; criteria_without_conflict; classification_age; record_completeness,high,Missing older fields: phenotypes,model over-predicted benign,unreviewed,,pass,recorded hidden_test_predictions.csv
