variation_id,component_hash,outer_fold
1480828,1d17b9df88f33ff16b3a2ee62b7a44ea6d4fc164d803a3382532258a57a3452b,0
1480969,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1481022,286dea696da6790b0d0fa742581651805e5a70052140ccd236c2e3474b5d3829,1
1481314,40abbd5964bd2e2219307a48b903ab4cf2c90e83e49a336c82924ac948122b53,2
1481328,4c6501cc2ffd5fc36ffdef96ae7ff0b06edd76fc895ba57733ffa28c3d0345be,1
1481456,d8c3aef83c97236b0fa840f740bba0c68d710feccacd62bbeead495169440600,3
1481727,e13d97e49683f04c8f19a946531e539610293fc0c0b0bd38beab1b0b8fd6e752,0
1482690,c3807d3e800fe2ec9070725f2b0df384ff01e021400c93b6700922b1e7d5f4c4,2
1483555,bdce664245d10adf3418713edb53f739c4836e89f45e73f028f26c13175bd027,4
1483962,34e124ee84093201cacea25801d775578f29269980b1baa6173c08b99ea28c2c,4
1484541,a7ef18b923421cb4800cf5cb2d3362ab4d9a36c7cb4ef26bf1c1cbe6d27e8c5c,1
1484871,c8be61fc35aff1085179109b8997a0ec8ba5d0c1e2190cb0ee7499ceeede855b,0
1484892,6b8768d597031035167f9f180014fd9163a78f05aa18a90ecc136e394b241b80,4
1485077,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1485769,cc7e8ae0450f732930a36b5bdd731598bfc44da3d2fb1565d1f55382a2b1ba3b,1
1485930,15ff9c426183800ae857adc866d424d8168f22daafe1cca23e5270ba8cb9e8a5,0
1486264,d9a6130b5aeb9e9112f68e0ab5d3c12d7b8167f23597e61c5f9dcf3af06c9b05,2
1486555,295eed6c09aa96db6d0ec977540f382a650a7499f82aaca453419b979d387171,4
1486704,7c80947d3dfe281be394b8dcd2236d6ccf301b9b2cce7499cee5a10fbc3c7aed,0
1486770,a4a11ade0379a655233e94678602b3787c930033e15657477497ebeb99eaff04,2
1486840,67f3ad07133767ecb4c79b47ff71d612e6880923a9e096312aab898ff9eca152,1
1486878,c6750b613407d67c845d796a86c12f47603aedba65299f05b42f8c6ba36ae55a,2
1487283,0d73367ab110e97366738c8f298db0728c9d1be0d7bfd3ab1b86f74666ca9ce6,0
1487874,e3853b5796e166bff6ed0e64ff44dfe6b4a803cbe64a8f97e5efb516044fd8ba,4
1488120,c072b1f43ef71e93e4e43170bcc99b3624982886af28cb4e370fbbcd63ccec8e,2
1488534,15ff9c426183800ae857adc866d424d8168f22daafe1cca23e5270ba8cb9e8a5,0
1488763,e75761f50b21435f11a96bb902eba24483bbb00ebbd5458ad86880ba9880fddd,2
1489514,a859edce12dc1f42751f871ed3f46a195e525f9dd7ac05c2aa3f386646cee390,2
1489526,8f3861789a621e7d4a46e8c803b5306522decd2628c22b4a19721f319ccdea63,3
1490551,10c9d6a7029cfaf98ce8171c01a361bf9afd799a2b2803fe47e9d7b8acc98d57,3
1490649,4342da67c1fea113d747242df7008683b36f42c9ba4f2b18e4b04beb29df8b71,2
1490801,96273056ec6284b5299c866850db39b8174a7737ebe426da17ae2376f9e8b2e3,2
1491110,0d8d6033ef9c2272edb96c2bbb21dbbbc9968f4d01b835a8b01dd982181e5e73,1
1491354,650ac8a6c1b38439ff9f7b49f518c2d6b3f9166dd16c443ca6d024e0abebb3e2,0
1491421,4c6501cc2ffd5fc36ffdef96ae7ff0b06edd76fc895ba57733ffa28c3d0345be,1
1492580,f0d656b3e87dffae49c8a9ed05abde099df9221c8f52a4d266a3722b5eafa883,1
1492758,a46c09a3c9531925631fb325642b087eede91bf51d2e44be86915843f8cf25c3,2
1493671,e99e8b429123d31069974850ebc54fb0b8cdc33043c78293bd45ddf70cc7d7b9,1
1494106,c8339ed2b283623129d85c18ba81375c54f227b3ec063ebe193c0e456e12840b,1
1494207,d4ea147ed105b2c5d18299ed99e7464b22b30d0c2460b4d1bafd63f3f293fa48,0
1494480,b71226c26481a2ac7d1db2b932519e1913869929b59f101bfc092d99bf362312,3
1494573,2b6bf887f33c7d8dd7f87c345d5ce082f32914d36281f65e5697da0c63ccaadf,3
1495848,0c22327c8f1eb5cc72eb37394a1df18dd6d40a0d159c0421a0daab035da0a143,1
1496106,90e2a81359ebdea96c880452eb39142d264eb6d5d9faa3c588f8d49e035afdbd,1
1496392,ed6a2e694c12013e1d9fbab162f7826c84bd8008f3c94743d5a7ce2edd46948e,3
1496676,8779fd7ad0a4af61ae2ab8d7df2888528a4f16c9ffc29b7294f0ced3e7ead018,4
1496834,8e33340e58ab2fc991ec45c064d9518de1daecc0598a443910f24a3dbbdffcae,0
1497024,13206c86bda7a59173745eeb804150dedddbc2df3ea0162a92832efad3464583,1
1498320,260d75337dd0e97e74346eafdada930864c13e2918838ac6daf859a35d862885,2
1498431,2cf03e725a758b7ab4ac4f0b6d158d59894448171d4b2390e2692d9f7fb19497,4
1498488,7b30044692fe3914571b2a0c2c8a7fadc3efd901b8614709691433cc9d06803e,0
1498684,cac47b8fdcd3106dede98d245cc66159f678d8c9fd851f195eb6f9c9b412d987,0
1498932,56593ed9d03bfe1cea0ad939d4c4e3f79c3c62e5bd4778333b8bcdceb8c84ca1,3
1499276,0d8d6033ef9c2272edb96c2bbb21dbbbc9968f4d01b835a8b01dd982181e5e73,1
1499473,c9787fcc9acdd0baa3f721f5b1368b0220e5d85fad59832a08bffdfe2b00c8b0,2
1501217,0149f3d41240d4efdf7a5a01fbe7fd2ce5bff59cb03757f921c510eb27cb0831,0
1501969,650ac8a6c1b38439ff9f7b49f518c2d6b3f9166dd16c443ca6d024e0abebb3e2,0
1502151,4bc93ac7efe2375103ff95393416bbb49e548b80a0537a438e048b24eb82d560,4
1502536,8f3861789a621e7d4a46e8c803b5306522decd2628c22b4a19721f319ccdea63,3
1504012,215f857a90ee7a7eaebbe674661ffb09f407a3cdbe72ef14c092e8e8a880859a,1
1504354,ba84648170f9aefed295a8aa0b140c14b09744053bb1f5fdae9cf4c44a905b2e,0
1504575,b99a939a9a98b03e70bd4686406201f9132e891006465f98160ca4bce7e44284,3
1504767,cc7e8ae0450f732930a36b5bdd731598bfc44da3d2fb1565d1f55382a2b1ba3b,1
1504857,00ec5042a2b69489663c92953fa0478b76f9f6b0f9e6bed42bd44b8f65212c49,1
1504861,260d75337dd0e97e74346eafdada930864c13e2918838ac6daf859a35d862885,2
1505534,3c7543ef83bf0464f372f7a8b87490aa9e7cceeaa9ca0dcd68155006a1008235,0
1506317,fea2da02adbe85af4e389097e22d6e949a958180d91753c4f9ba18e7a9fea13b,4
1506450,248072d661f78fa331525d86f065cb2602110931079f589fd9dc2b9fca9cd4c2,1
1506479,f167717fb2ed36e774225dd5b609cd208e028ba12cfc08946de444227e4e80d2,3
1506618,740746cbf9ec73fabad3e13e8db7fd762171bdf28f3eec3b3eed17cc85ff1d05,0
1506744,6dc5e80200983e8e31b36adda7802d096d9933c72fc08bebe7c5aa89a4126df1,2
1506838,f36605e696944089e1bbcf18995ee9d8f9fa6a2cd97d60c18f480025f81c797f,2
1507015,3d6d2f041c23b33f8e32fd026da6021f5352134b3b35a8f77a31f55c125e32b5,4
1507563,d4c8997e91d1f571e0ff6ad7d039b19adf05994168adf4edf8c56cee70420a40,0
1508049,e235894692b885aee30fa91e932042e540bc094e808657ec451b887687046476,2
1508577,4547463f108392cf54b39c87dff2a0f02a0a390bdc973e06221665171eb6d189,3
1510103,bb2f3a50c2b86b8254480491ee25d4c1c67c9b59ab8d158fb3e0887870f64d8b,4
1510243,fdd1adda7ee5b1b440632d6ab4eb7c57b480fc4808d0cac60539aac985d4b0ba,2
1510429,eb09422ab73c4c841d7e5340d95e47aaa383eff8b96ee08bbe5b9943a1f274c5,1
1510471,65d5be3d9f9e127f680b825f27247cc69b948236c3794abf087c8c08c2a254fe,1
1510554,9b2ea385ca869929f0b49064f6c5a5b1efd74ccfc0f8a7c4806918f455469fac,1
1511053,970cf3a9fd721f63cf5b01342f158659e250878d264a4e821c8d3a9662d0357c,4
1511084,282b42e79661c3b8fe42090d21b106154c9ca11a1b3e118c2baa94f0df4c81f5,1
1511645,e48ffd0b5aa6620f79890a21a36f7949bb55f15208ffe9d120df27609c034993,2
1512383,274b114f97707f5005127a1227d4da7761f4d24b09388106dc42a93d3cb36688,3
1512863,d0a60d14dfe244f081cac2593f2c1fc83f570822bc8d2dcb7ee5835e312ceef6,3
1513615,fd5a4caec7e8e2a1cbf5f357ade1d996fba3d376dd2e5ca16a9e63c78aa59306,3
1513720,1cb73aabb5269c2689094d4cec6d881826d5312a5b1ebdab3303b3a3c835601d,0
1513725,10c9d6a7029cfaf98ce8171c01a361bf9afd799a2b2803fe47e9d7b8acc98d57,3
1514081,4b2df152db7fee6a0df1bce90065c35dcb95596dbc7920751ea1143dde8f0acf,3
1514424,15ff9c426183800ae857adc866d424d8168f22daafe1cca23e5270ba8cb9e8a5,0
1515169,d4c8997e91d1f571e0ff6ad7d039b19adf05994168adf4edf8c56cee70420a40,0
1515175,d873166ecbd55546758ec8ba1b4e75bb49dc052b98cba238606495c13389ba58,3
1515595,3ff4109ef69ef8d03466da375339497d759093a851e00d89925854bc7bcef09d,4
1515881,94cda2fade4a2cecd2e69c84168409d5f9fdd276fdcc37ff714bd5c627e3c1ec,0
1515911,4eedc4dd2bef6dcd11ca7aae7c5d4906ba594060065cbf168b4c3ac5fde7f34f,0
1516073,b0f1cfa48ee0c07d2b4248700f79db23f995ab5d2befa7e150510a05837fedab,1
1516119,a305b113f157540ab2f3f2f938192b31dafee9ebe1570bc29dd5ee982caf51cf,4
1516312,cc3b37f0f63d5b6f602371f75a66e0a25d32b743377bcab1b1382cd740b498f8,4
1516358,b2da5310f621c3211f7a2322948d605acd16da232fccc8e2936eb965fdce1c40,3
1516617,8d05018cf1e3a37505e6905b05c65eed279346068e6a2ec2eee1b671a7610155,1
1518135,3ff4109ef69ef8d03466da375339497d759093a851e00d89925854bc7bcef09d,4
1518178,db5b2c959afb7728853886764ed7778883486a6e99159dc13338b5c45674d533,2
1518918,64e70227660fea274a85870ad8106a80618886197bc210e85fed73a292f59afb,1
1519128,458e05613ef47b6b0147e5224ca3cdf63686371c33b8a3538515ea0cf71dcdcb,0
1519521,218577ce7b019e678d0b5b2d16b00296a306e98ae01fd74e1678c2844c748e38,2
1520051,a859edce12dc1f42751f871ed3f46a195e525f9dd7ac05c2aa3f386646cee390,2
1522922,0149f3d41240d4efdf7a5a01fbe7fd2ce5bff59cb03757f921c510eb27cb0831,0
1523306,1d3070e3dceba2f59830d9ea98b89bbc2e20e5d10ceb9df6e4e9e930c653a331,2
1523509,67d5eebb257acfcf3d692ff108fa81fb917aeb425fdc63711d2c8ed3b4871052,1
1523531,f29ad1d7ecb015bade5734303c4eaa409d3648ae38c1f12ba3526e27947b5b5e,3
1523590,cc7e8ae0450f732930a36b5bdd731598bfc44da3d2fb1565d1f55382a2b1ba3b,1
1524482,e43b9e2b4a11fc53eb7c21290a3de56f274735ede32283425e87253855a4bae8,4
1524701,42fb7f90f1ad636ed9e6030c0dda71a4ad6d5b079eefb57d48e2df5a73679c32,1
1525760,7b30044692fe3914571b2a0c2c8a7fadc3efd901b8614709691433cc9d06803e,0
1526223,e8b4bc344337315924d6ec163f4fdbe04823223ae9cad2742a9f0c05337fa1af,1
1526581,0d8d6033ef9c2272edb96c2bbb21dbbbc9968f4d01b835a8b01dd982181e5e73,1
1526709,e07dcab015d4a49af271f07c556fb231d6093998272988eba9cc0d24b6376b73,1
1527743,1c529e263244f701049412377bbfe10dbad91c0b14969e1bc61f4ffb76e5f64e,3
1527751,8e238841695dc95fa80b3320f1d19168c5cc4ba9cd9697673de5064f9ecb5502,1
1527764,f86ce72b2dfdd98b766da160d2a01097c815aed7102ad31fa1ac9763811f01f4,0
1675234,d997f8929fffb5782ad7a8d3b32101039c213c2a7f822d5db48258623af91c4e,0
1675625,01bb625585ab1f510aa5baf8519dfab5327d2b7ed56b0aa04c1b7efe1b41043b,1
1676545,64825309461f70f0fec739d56edb3e96fa15eaf951f155a37fb6a62210508d1a,1
1677019,2b6bf887f33c7d8dd7f87c345d5ce082f32914d36281f65e5697da0c63ccaadf,3
1680647,db0837a44789cec223338592205544952f23856117fc38d85ca4a1c9a589b53d,1
1680987,a31c7eaf033a5a0ea397306d7c8f047fc01265228a874287713f497d693ee00c,1
1681279,aa67b40c50678a93316bc37d8c40eb999855de4bf1c97556a55a15416214c88f,2
1682037,66456d7ca3513975f6743b21fcf1b12469e3c1535153714767c6aae62c284fb0,1
1682761,e6c4efc839fe19d201e1769314d76f5bb6a8ec7ce6065ca6d9da9bf9c4480ee5,2
1683188,b82884d52a49c70add33ad265e44ff1056ba81581a40d401fc17cc0c2d1dd62d,0
1683321,2b6bf887f33c7d8dd7f87c345d5ce082f32914d36281f65e5697da0c63ccaadf,3
1684583,dd16c3f894a1a1ff6df564bd7fc7e916c3f7026d4b3d56e04a680ac4098ac641,3
1687542,fd5a4caec7e8e2a1cbf5f357ade1d996fba3d376dd2e5ca16a9e63c78aa59306,3
1693511,29ce51a1d45af69928eaef01af324351ecefbfacce4fcf3dd6332c37f7f529fe,3
1694545,32b2b4929556c146cf9e5cd51b3575d09c6c9bd607329ac2bb6c6c3c484fbe37,1
1696373,d1172d7c696b2b9ea8818ff5a5dc68e4cdd906c17d6f3bd54aac2dc1668e63e1,4
1699024,75cb1c62c51bbb4b60c4b4db2f6d89e1cc739d85441bb963b63240f3d3d7870b,4
1701184,04d11a704d5e4191f3f60354c2c0714742ce799cce7367a17742a69a117c78cf,3
1705129,9602491c95dfb21feff4c291a5a5c5603ecb6e9bbec3eda13938c3213c2c1f17,2
1705688,9662ff83fcd57cd49a3fcb0d1ac501b597ea30086cc8b15dc46d61ca5f874bf2,4
1712157,1d723c54dd96f4de0012fab4b3255e7e0bf4d6692f9a94751f7b244d4df3c89d,2
1715192,44dac912eafb122038fe118edfa8eb8c8a8b8de3c8f1bd254b6b4e7473cb6406,4
1718030,7c80947d3dfe281be394b8dcd2236d6ccf301b9b2cce7499cee5a10fbc3c7aed,0
1718471,f80a9dcba7de0ea46080249ffc62723b6b93371ad430a1cf92e8ad87624e4c60,3
1719093,44dac912eafb122038fe118edfa8eb8c8a8b8de3c8f1bd254b6b4e7473cb6406,4
1719216,eb6d7d82a6fd276458fa245536fc52986d0eb124cbc990f37395b924b7645b1a,2
1720411,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1722787,64825309461f70f0fec739d56edb3e96fa15eaf951f155a37fb6a62210508d1a,1
1723033,c6fe1a63b9b4e4860d98029ba50d5f640135fd57c7afb23a07a27289ba464316,3
1740318,fd5a4caec7e8e2a1cbf5f357ade1d996fba3d376dd2e5ca16a9e63c78aa59306,3
1746288,fd5a4caec7e8e2a1cbf5f357ade1d996fba3d376dd2e5ca16a9e63c78aa59306,3
1768273,8eaf8ad3857a6995fa29e357f7a8c16321068b89e8239f361f660ac6a43c37aa,0
1775090,c76f2b13ddfc00b0bfb0cc98d3a84283fb3d4cac81c357d6269be5f404c75804,2
1778128,4fd8596bf3788a90388746656b1375c40ede95be0b7601cc0fbf891286c55125,3
1789337,8e7b149c58511c2b91695e7010a1427e645da2d783be63bc2cf5b12d9066dbb1,2
1789882,4fd8596bf3788a90388746656b1375c40ede95be0b7601cc0fbf891286c55125,3
1797356,5890a5e08ab5075033fbaeb6179c1394cdbfad6a3c8a9807b9c06d1e89e3eb33,1
1804720,ca718eabad4392e09bd69aa9008ca685bb4dc852341c226a2cd375405d60e603,2
1805124,ee72f79f5eeed936cf6168917eebf5703967d750ea9ed4efdebe71d90b338182,1
1805410,eba28fd17e1a7dfc55c2cdd53d9b1d887c119c5b99ddbf1f726c4092e3ba1050,1
1806071,c3fe5e30d7236485bf03a90f22af77dc711eeb5954c413b7327781c0b0f83a64,0
1806181,8a001a49db5abc660041174e293178171d03e74b15248c2b98b9a055e1a40284,3
1806275,f53cc297a0486afb4b9015062984ba4ac59c3e7ec997ac555a9aa4ac26544898,3
1806290,ffdc8f371730bd2b4434082429749acab348d41f9544ee9619a505c53c941362,1
1806500,aa9f18e01b3b6c441d953847b2dccc44a5196b57693011805f263d0c407accb0,4
1806624,6979ba2e344ebc6b62a0939175406500555e2a0bac60b82089faea16fec3e080,4
1809826,36020c7916c2b2d50efcbfa6573be52fa994cebfa80fa28c0370734f6dec21da,2
1878215,bae7d21c82cb89301fbb3c59859dac386deb734cb9c37bc868ee85c618d9b0fa,0
1879779,7985ba40728acafdaec94650fe0a2656a09968dc5e7b288e6ec37d84f38f2044,1
1895793,14d199a03baa5a7b45de4019f285b9ee15d1fed332c7ae79ff1d2cca7085403e,4
1896623,b6df5085bd677048ad4272b01098b9359329d17e6ef95d31de7e171022d202f1,4
1897272,26144d54d9619fa86962dd08f8ce978e2b293eaab9b07e008daad88a13969926,3
1897480,8d05018cf1e3a37505e6905b05c65eed279346068e6a2ec2eee1b671a7610155,1
1897669,b88f97bc03ee41c03b2de8a131a0a6571adc534f7852494c969eac20812681e9,1
1899589,4bf5c17f003282ff9b2ed4766a783f65919fb2c5719c7e30fc6dd24682ab95e9,0
1899972,b800d7577b6eadecae0ec13408f6a04209a590e785ed31ada82c937eace05c0e,2
1900445,1e34669ded88ae2e91b748a63386d31ce359bdaf903713eaa614005962f494f5,3
1900448,b117f2a7a6a9cb9cfcbd0ea204e43517abe2b57973e235826b7b0e3034fba2cf,3
1901127,c6750b613407d67c845d796a86c12f47603aedba65299f05b42f8c6ba36ae55a,2
1901613,8d05018cf1e3a37505e6905b05c65eed279346068e6a2ec2eee1b671a7610155,1
1901672,0293dccfbde7731f360043ce864e207930c60c064622c523ae8a451b9e305101,4
1902247,a5a6ae6e3812c70840e4937c6487b0fbd32552474f1431648d324d47b60da7db,4
1902652,ec78455c8feadb1733645ab06f0b0aea84439fe988a1f865eee4c3ad9c86c86b,0
1902704,e3853b5796e166bff6ed0e64ff44dfe6b4a803cbe64a8f97e5efb516044fd8ba,4
1903296,5b4c4d13b1178f2a757d652c3f9c0c3140e6a07d00d11fad15d02f5254815881,2
1903975,e3853b5796e166bff6ed0e64ff44dfe6b4a803cbe64a8f97e5efb516044fd8ba,4
1904509,c5016b41462e4573f8e22c18c86ba43795aaa77ae679f7bd0addead25dd4c09b,1
1904887,c3fe5e30d7236485bf03a90f22af77dc711eeb5954c413b7327781c0b0f83a64,0
1905794,1e34669ded88ae2e91b748a63386d31ce359bdaf903713eaa614005962f494f5,3
1906455,473ad82fd1e52e7f494e2ad68c3e1d8dea9cada000d116ba3dd3285fe441393a,4
1906776,ec671a1ca62f34e69596594b4416920000656d5f45c3f05a61f80eae50829950,1
1907297,462987dc4842c9fdba27dd2d1930c6eb60cebaac9d3e22a55d096248c8a07da8,4
1908136,cc3b37f0f63d5b6f602371f75a66e0a25d32b743377bcab1b1382cd740b498f8,4
1908216,cda69805551b651bb26cdc5260226e2f24cb2f5adc97788fef835cebe12f1ef5,2
1908464,bc34773c0adef145e45133b0e8143ba0b91ec0e32ec348e07bc8efd19a9596fa,4
1908973,f0763a5ca8fb0185fd6936083b97ff685877b79ba048ab6a6297747141329ed5,3
1909126,f656d0513b52b92852888dc0743e1014304149a3523c74e4fd9b8ec8b2095208,0
1909904,7287bfe6eaeb0e57c031d0e48f14b721e89fb0e1df2314ac87ef0ec777f803d8,3
1910224,c715699489c85767822e8523b7649c012de8a3b3028e19984dde230baee8a16a,3
1910486,b7501fefe971bb7ec1ea7ce824166db274f98bb995f136954b0fb25abc2b5aac,4
1910714,4c86bc4a1267fe572735c2a3110dae9315589cd4afe04e3fbc6a68dd3bb6d55e,3
1910744,88a04f2f5935288d6c1fae57305e389858522846107b6c038f927e4ece71e943,0
1910799,ce18b8f73d0dc80c32ed503f16b94bda3ca181c15294018a263a97d3e9a88025,3
1911548,a305b113f157540ab2f3f2f938192b31dafee9ebe1570bc29dd5ee982caf51cf,4
1912446,161c66370773195521f6aaaca9f9983b96e5c26849fcbd9a98f707e4e3d8016d,3
1912737,62036331eb33936a35a9bd7aa59422dfe9956aac18dec02b11fd73fe25477a83,4
1913379,59f66c31b016abca33661316f3b21035da63228f2682f64e965f9ff007aa56c8,1
1913570,cd92833be76199e825d0ce8170339326a5cd9940cfe33494de9b6ac18116ca87,2
1914440,90745c08c5fa6ea8df5cb520630eb9bc9e18e6eab7a609b9b12f66df9c437115,1
1914495,f9ce5a0733085ef6b73840444ef5d7b49173d78575fdf5c06be771c07f954b68,0
1915146,5b4c4d13b1178f2a757d652c3f9c0c3140e6a07d00d11fad15d02f5254815881,2
1915207,7b30044692fe3914571b2a0c2c8a7fadc3efd901b8614709691433cc9d06803e,0
1916036,260d75337dd0e97e74346eafdada930864c13e2918838ac6daf859a35d862885,2
1917255,e67a073fa2996ba6c44b91c919c46e9cde3cea95a7677a190005ec0c5a90af18,4
1917269,8d05018cf1e3a37505e6905b05c65eed279346068e6a2ec2eee1b671a7610155,1
1917357,0a78d448b0cd1a4270698b5ebc3fb6b8382d6c07bc8f079ccea24fcde20c3f4c,1
1917968,0e827a8a7a12a7c5afd02a31d127eb7497f98aa9415ebf0c2e7b8dde12b784c7,0
1919284,7985ba40728acafdaec94650fe0a2656a09968dc5e7b288e6ec37d84f38f2044,1
1920086,63bcb25a4860c2d46f5926cd193046194c9ee3f3ed0233fdea012f780cdbea13,2
1921118,4c033829388039c577df849c5f60cf88bc8679d242ebbc748cecbf8064b86abd,1
1921283,8d05018cf1e3a37505e6905b05c65eed279346068e6a2ec2eee1b671a7610155,1
1921663,9bf70b69a57be0b0b403dcc2c8c723069e95c9eba0320666b773bbbe18b5028c,3
1922474,c6fa6b1892905a0a51d350d87ce7c79e814a7eb9a210028ba7f428b4fbf795bd,2
1922718,dcfe75556b31d8fa2d3e160eda37c93a8da214890b26da43a4d272072cb34d0f,2
1923458,4bf5c17f003282ff9b2ed4766a783f65919fb2c5719c7e30fc6dd24682ab95e9,0
1923485,0c86eb2ffe20c6667d02db692d3d83de5ae6902828021fd5366dcfe87f3c4161,4
1923499,01a82709f82e5d93311b62bd9cc27d73dbe503796fcaeddb3875af744a217f64,4
1925561,1038c9a8ae5f099d57b5b7bf3b82efda1bfa3be8e49a3cd6729402aac19afc90,4
1925804,26144d54d9619fa86962dd08f8ce978e2b293eaab9b07e008daad88a13969926,3
1925971,7c80947d3dfe281be394b8dcd2236d6ccf301b9b2cce7499cee5a10fbc3c7aed,0
1926329,8d05018cf1e3a37505e6905b05c65eed279346068e6a2ec2eee1b671a7610155,1
1926525,c089a159273d9c4bfb1b813e809f14b2663464947ed86f29166d4aa021509a88,2
1927535,cf880572f529ceb84fb79fb7f4ea8050f0f44f29354eb1d444ecba6572f8359a,0
1927647,710ffb420195c224c7bd59817179a2e30521954af8e74df8376f89e77915c7ac,3
1927657,c3807d3e800fe2ec9070725f2b0df384ff01e021400c93b6700922b1e7d5f4c4,2
1928009,4a3a9b9a55a6eaa19e1d7267cb46e1a3bccda67ed55bc3561517b05194c149f6,4
1928235,b99a939a9a98b03e70bd4686406201f9132e891006465f98160ca4bce7e44284,3
1928681,cc7e8ae0450f732930a36b5bdd731598bfc44da3d2fb1565d1f55382a2b1ba3b,1
1929886,69ecc951500d6e8c09a7e84447b5401d77a55e84f84a7c25c55ba63b2a5e67f9,0
1930038,eecca16797af500352275d8c3b68a69ff287a0e30dd8b1237f693fa139629fe7,2
1930545,05cf37c342914ce120a87094d47c7b416b4e841356529213f0aed9bcc3109adc,3
1932138,9662ff83fcd57cd49a3fcb0d1ac501b597ea30086cc8b15dc46d61ca5f874bf2,4
1933862,0149f3d41240d4efdf7a5a01fbe7fd2ce5bff59cb03757f921c510eb27cb0831,0
1933990,9602491c95dfb21feff4c291a5a5c5603ecb6e9bbec3eda13938c3213c2c1f17,2
1934179,4342da67c1fea113d747242df7008683b36f42c9ba4f2b18e4b04beb29df8b71,2
1935539,3cda7d4fe8db6fc8869ea70703e6b0433feb4acf1660b62b507067d9a02a7438,2
1935969,76bf5ae21148180ef42e4124bab236ebc9d4e45af2745f23eae83c271898ac51,4
1936392,3498e73f4c08a59891b2edd3758dc49e10dc77ebdbf5b209af808f2ec38dc83d,0
1936670,4e6685273255adb66ce8a775fe3d9afda6bed808d15301fc15ffd9344cc622e1,2
1939145,06bf65c963d93e594bc08e0c6b82fe8ee7b5e1f16e326e7b340c5850d787826e,0
1939521,45efb4551419f281b8f9dd82704b786b2fd6dd1de74d70ae63d70a30a03e91ae,4
1940277,3fcda356148ded9d9f16abf7e73dd4303807c1a3992b7a7e78142afcd929c236,3
1940346,ad6c93cfd8b7686ae521f8d92c1eb1627842f5a4d013482047797a09ca979eac,3
1940481,05cf37c342914ce120a87094d47c7b416b4e841356529213f0aed9bcc3109adc,3
1940577,1d17b9df88f33ff16b3a2ee62b7a44ea6d4fc164d803a3382532258a57a3452b,0
1943467,5b4c4d13b1178f2a757d652c3f9c0c3140e6a07d00d11fad15d02f5254815881,2
1943761,9ddd37faa3f947ceeb457a6dca33ac826aa0435530026c492272de9a526d6938,1
1944507,5cc71bd650521933b8bfed9baba6f9ab96afb970509ab47cb698f2ca3fe8483a,1
1944652,6d6c1ff8fa175a29c4dc2bf21ac39445f329b78cd21b3d5cb57e95a3be6119e4,4
1945611,9662ff83fcd57cd49a3fcb0d1ac501b597ea30086cc8b15dc46d61ca5f874bf2,4
1946406,84ddfebc65c3047280ff5d8792f5a02f249101efe4376c40c4fb9daa48be71fd,4
1946821,473ad82fd1e52e7f494e2ad68c3e1d8dea9cada000d116ba3dd3285fe441393a,4
1947253,46982878ce68eccc5214dbb3c3176d76324f56375b4f7700f125de71a2c766c7,1
1948005,4c2458c79aa032e16bf5f7f34088bdbd3d1b8aaa63914e83d1728dd7bc8c5ac4,3
1948346,8d519a14c074d08ffd2d05ada80c1d84ea0d1551c9c16d1735d0b6c923593a3a,0
1948448,05cf37c342914ce120a87094d47c7b416b4e841356529213f0aed9bcc3109adc,3
1950993,7b30044692fe3914571b2a0c2c8a7fadc3efd901b8614709691433cc9d06803e,0
1951838,6ad22ad2ce1880ce4748b1478b7865005505afa53f0418c3b13d0e6f37d170f2,0
1953013,6232e5fcc12d84191c43c79b9304b25a8aa42789aecf4e9cdc0fb379e95aadba,1
1953098,b8275e4b9eaf9fe8bf2dab7a049c5ab4cf90e0495f135409837e2ab789c247db,0
1953501,5e82ebd126e11a263f9d21c9beaeeae763a6b4ce431cfc35fa60a1865ded0381,0
1954560,c882a15e1752ffd9f7e1af31ef0158e208960a0f8c99722322b13523605824db,4
1955061,69ecc951500d6e8c09a7e84447b5401d77a55e84f84a7c25c55ba63b2a5e67f9,0
1957761,8478873613cf6e0fc2e759e161bc7f44ce70e68d23df0caaa589ddb97d33d7f5,4
1958560,d8a01585843290dc584512d791897ceab0064d99442acf1818de3a6b10fc6333,1
1959065,ee45e4c2c25272c6ced0bd7d1d68ea9c4bc462cb648b19bb7367d76737223c2c,2
1959923,8478873613cf6e0fc2e759e161bc7f44ce70e68d23df0caaa589ddb97d33d7f5,4
1960018,5cc71bd650521933b8bfed9baba6f9ab96afb970509ab47cb698f2ca3fe8483a,1
1960634,15ff9c426183800ae857adc866d424d8168f22daafe1cca23e5270ba8cb9e8a5,0
1961768,4bf5c17f003282ff9b2ed4766a783f65919fb2c5719c7e30fc6dd24682ab95e9,0
1962559,0c86eb2ffe20c6667d02db692d3d83de5ae6902828021fd5366dcfe87f3c4161,4
1964127,a859edce12dc1f42751f871ed3f46a195e525f9dd7ac05c2aa3f386646cee390,2
1965530,a205652894a21c5499211d5667160ae236553dc8e0cdfd71420e7ea9176f0b85,3
1965741,bb2f3a50c2b86b8254480491ee25d4c1c67c9b59ab8d158fb3e0887870f64d8b,4
